segment_id,TP2_mean,TP2_std,TP3_mean,TP3_std,Oil_temperature_mean,Oil_temperature_std,Motor_current_mean,Motor_current_std,duration_minutes,target
87,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
89,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
91,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
93,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,0.9833333333333333,1
95,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
97,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
99,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
101,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
103,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
105,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
107,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
109,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
111,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
113,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
115,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.1833333333333333,1
117,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
119,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,0.9833333333333333,1
121,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
123,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
125,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
127,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.2,1
129,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
131,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
133,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
135,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
137,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
139,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,1.0,1
141,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,0.9833333333333333,1
143,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
145,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
147,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
149,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
151,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
153,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
155,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,1.0,1
157,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
159,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
161,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
163,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
165,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
169,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
171,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
173,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
175,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
179,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
181,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
183,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
185,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
187,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
189,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
191,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
193,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
195,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
197,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
199,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8166666666666667,1
201,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.2,1
203,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
205,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,1.0,1
207,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
209,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.1833333333333333,1
211,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
213,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
215,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
217,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
219,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
221,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
223,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
225,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
227,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
229,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.1833333333333333,1
231,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
233,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.2,1
235,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
237,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
239,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
241,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
243,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
245,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
247,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
249,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
251,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
253,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
255,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
257,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
259,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
261,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
263,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
265,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
267,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
269,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
271,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
273,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
275,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
277,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
279,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,0.9833333333333333,1
281,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
283,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
285,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
287,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
289,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,0.9833333333333333,1
291,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
293,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
295,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.6,1
297,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
299,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
301,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
303,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
305,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
307,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
309,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
311,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
313,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
315,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,0.9833333333333333,1
317,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
319,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
321,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
323,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
325,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
327,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
329,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
331,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
333,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
335,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
337,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
339,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
341,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
343,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
345,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
347,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
349,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
351,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
353,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
355,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
357,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
359,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
361,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
363,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
367,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
369,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
371,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
373,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
375,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
377,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
379,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
381,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
383,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
385,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
387,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
389,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
391,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
393,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.1833333333333333,1
395,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
397,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
399,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.3833333333333333,1
401,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
403,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.6,1
405,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
407,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
409,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
411,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
413,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.2,1
415,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
417,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
419,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
421,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
423,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,1.0,1
425,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
427,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.18333333333333332,1
429,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
431,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
433,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
435,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.1833333333333333,1
437,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
439,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.1833333333333333,1
441,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
443,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
445,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
447,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
449,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
451,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,0.38333333333333336,1
453,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
455,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
457,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
459,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
461,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
463,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
465,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,0.9833333333333333,1
467,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
469,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.1833333333333333,1
471,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
473,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
475,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,0.4,1
477,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
479,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
481,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
483,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
485,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
487,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
489,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
491,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
493,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
495,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
497,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
499,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
501,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
503,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
505,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,0.4,1
507,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
509,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
511,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
513,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
515,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
517,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,0.4,1
519,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
521,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
523,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,0.9833333333333333,1
525,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
527,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
529,-0.0180000000000006,0.0,8.248,0.0,49.45000000000001,0.0,0.04,0.0,0.9833333333333333,1
531,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
533,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
535,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
537,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
539,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
541,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,1.1833333333333333,1
543,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
545,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
547,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
549,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
551,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
553,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.8,1
555,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
557,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
559,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
561,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.7833333333333333,1
563,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.5833333333333334,1
565,-0.0180000000000006,0.0,8.248,0.0,49.45,0.0,0.04,0.0,0.6,1
